Date,DailySentiment,Close,High,Low,Open,Volume,Return
2020-06-09,0.08833333333333333,83.41986846923828,83.81272809723069,80.51464324949785,80.5461703012507,147712400,0.03157791949566513
2020-06-10,0.1669191919191919,85.56607055664062,86.03410675203712,83.92915018975505,84.36808676274399,166651600,0.025727708839456742
